,slidename,scanname,roilabel,segmentlabel,sample_id,aoisurfacearea,aoinucleicount,roicoordinatex,roicoordinatey,rawreads,trimmedreads,stitchedreads,alignedreads,deduplicatedreads,sequencingsaturation,umiq30,rtsq30,disease_status,pathology,region,loq,normalizationfactor,roireportx,roireporty,idx,region_exact,ct_deconv_b cell,ct_deconv_cd8 t cell,ct_deconv_dc,ct_deconv_distal_tubules_and_collecting_duct,ct_deconv_endothelium,ct_deconv_loop_of_henle,ct_deconv_mnp,ct_deconv_mast cell,ct_deconv_mesangial_cells,ct_deconv_nk cell,ct_deconv_nkt cell,ct_deconv_nephron_epithelium,ct_deconv_neutrophil,ct_deconv_podocytes,ct_deconv_private,ct_deconv_proximal_tubular_cells,ct_deconv_th cell,x_2d_umap,y_2d_umap,x_3d_umap,y_3d_umap,z_3d_umap,barcode,image_file_name
disease2B_scan | 011 | PanCK,disease2B,disease2B_scan,11,PanCK,DSP-1001250007868-B-C11,10457.44894,65,34348,-37264,5799120,5702348,5622986,5410791,107131,98.1526335,0.9874,0.9855,DKD,nan,tubule,6.29082878,2.4624299240000003,6864,-8543,disease2B_scan | 011 | PanCK,distal tubule,0.0,0.0,0.0,21.955622662,0.22190701899999998,1.415048475,0.0,0.0,0.37883065200000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7202343,-6.162906,9.914494,2.1865447,12.849132,disease2B_scan | 011 | PanCK,disease2B_scan - 011 - PanCK
disease2B_scan | 011 | neg,disease2B,disease2B_scan,11,neg,DSP-1001250007868-B-C12,46423.17544,150,34348,-37264,11433706,11223358,11081055,10615863,245415,97.85358308,0.9866,0.9849,DKD,nan,tubule,14.89555745,1.2312149620000001,6864,-8543,disease2B_scan | 011 | neg,proximal tubule,0.104677815,0.0,0.035585155,3.639421595,1.469340994,4.471795285,0.591594279,0.0,2.891411167,0.082746145,0.0,0.5956177819999999,0.0,0.0,0.0,9.490982575999999,0.0,-4.6393213,2.8790386,9.910013,15.729163,-7.726687,disease2B_scan | 011 | neg,disease2B_scan - 011 - neg
disease2B_scan | 012 | Geometric Segment,disease2B,disease2B_scan,12,Geometric Segment,DSP-1001250007868-B-D01,23068.73906,136,29793,-33629,4606350,4524956,4462185,4279907,82495,98.20910265,0.9875,0.9858,DKD,healthy,glomerulus,5.844907487,3.447401894,5727,-7648,disease2B_scan | 012 | Geometric Segment,glomerulus,0.0,0.0,0.0,0.0,9.125982598,0.0,2.283059584,0.0,2.4607973380000003,0.290017692,0.0,0.599754014,0.949821238,4.487615843,0.0,0.0,0.0,6.792162,12.644841,15.016589,12.564838,7.762355,disease2B_scan | 012 | Geometric Segment,disease2B_scan - 012
disease2B_scan | 013 | Geometric Segment,disease2B,disease2B_scan,13,Geometric Segment,DSP-1001250007868-B-D02,23724.38802,132,32070,-33117,8415950,8289735,8179552,7845465,145998,98.26522258,0.9883,0.9865,DKD,healthy,glomerulus,9.679293701,1.9152232740000001,6297,-7521,disease2B_scan | 013 | Geometric Segment,glomerulus,0.0,0.0,0.0,0.0,11.148835220999999,0.073308058,2.2570402979999997,0.0,4.102401696,0.168146578,0.0,0.5145120639999999,0.03982196,6.003833502999999,0.0,0.0,0.0,6.164517,12.4593115,14.283123,12.594416,7.4718876,disease2B_scan | 013 | Geometric Segment,disease2B_scan - 013
disease2B_scan | 014 | Geometric Segment,disease2B,disease2B_scan,14,Geometric Segment,DSP-1001250007868-B-D03,15825.424869999999,89,30988,-34783,4611878,4538825,4478114,4290588,79516,98.27584338,0.9878,0.9859,DKD,healthy,glomerulus,7.158952343999999,3.447401894,6025,-7942,disease2B_scan | 014 | Geometric Segment,glomerulus,0.0,0.0,0.02632916,0.0,6.366913652,0.048410669,0.375131976,0.0,1.3530362280000001,0.0,0.0,0.606497204,0.131502761,5.875529217,0.0,0.0,0.0,6.580071,12.31379,14.64732,12.4027195,7.3792667,disease2B_scan | 014 | Geometric Segment,disease2B_scan - 014
disease2B_scan | 015 | Geometric Segment,disease2B,disease2B_scan,15,Geometric Segment,DSP-1001250007868-B-D04,23053.23115,125,34912,-24686,6391391,6282942,6187356,5934476,109509,98.28661711,0.9875,0.9856,DKD,healthy,glomerulus,8.838298188,2.4624299240000003,7005,-5418,disease2B_scan | 015 | Geometric Segment,glomerulus,0.0,0.0,0.0,0.0,8.924432642,0.6497736,0.8725499779999999,0.0,4.608303793999999,0.0,0.0,0.734584625,0.206827493,4.001109983,0.0,0.0,0.0,6.315794,12.043583,14.25117,12.414788,7.0771103,disease2B_scan | 015 | Geometric Segment,disease2B_scan - 015
disease2B_scan | 016 | Geometric Segment,disease2B,disease2B_scan,16,Geometric Segment,DSP-1001250007868-B-D05,18840.195,115,21003,-39196,4247749,4176716,4112403,3942590,79253,98.13423533,0.9877,0.9858,DKD,healthy,glomerulus,6.861807837000001,3.447401894,3527,-9042,disease2B_scan | 016 | Geometric Segment,glomerulus,0.051148624000000004,0.0,0.0,0.031930233,6.908567845,0.36670929700000005,0.575526758,0.0,3.011940156,0.0,0.0,0.8516896829999999,1.280872482,3.8396648110000005,0.0008502319999999999,0.0,0.0,5.9558163,11.99394,13.982899,12.104542,7.475276,disease2B_scan | 016 | Geometric Segment,disease2B_scan - 016
disease2B_scan | 017 | Geometric Segment,disease2B,disease2B_scan,17,Geometric Segment,DSP-1001250007868-B-D06,15928.86424,82,30112,-33077,5585940,5489432,5407906,5190537,95843,98.28421,0.9872,0.9851,DKD,healthy,glomerulus,6.549121106,2.8728349110000004,5807,-7511,disease2B_scan | 017 | Geometric Segment,glomerulus,0.0,0.0,0.0,0.0,9.954158374,0.5688411170000001,1.236104547,0.0,3.729929592,0.050902102000000005,0.0,0.0,1.3837206080000002,5.5359926779999995,0.0,0.0,0.0,6.2962365,12.727071,14.629602,12.640109,7.185932,disease2B_scan | 017 | Geometric Segment,disease2B_scan - 017
disease2B_scan | 018 | Geometric Segment,disease2B,disease2B_scan,18,Geometric Segment,DSP-1001250007868-B-D07,24019.9976,131,19849,-36768,8025381,7890454,7774739,6826081,142355,98.22619013,0.9879,0.986,DKD,abnormal,glomerulus,13.29495619,1.9152232740000001,3242,-8442,disease2B_scan | 018 | Geometric Segment,glomerulus,0.0,0.0,0.0,0.0,4.158195375,0.0,0.450881734,0.0,2.422287583,0.0,0.0,0.851842995,0.339149359,1.658724965,0.008410274,0.0,0.0,5.5954905,10.254244,12.1764,11.46116,6.7614136,disease2B_scan | 018 | Geometric Segment,disease2B_scan - 018
disease2B_scan | 019 | Geometric Segment,disease2B,disease2B_scan,19,Geometric Segment,DSP-1001250007868-B-D08,30831.808139999997,155,19326,-37109,11601551,11410116,11252785,10780243,209303,98.19590501,0.9878,0.986,DKD,abnormal,glomerulus,16.19937203,1.325923805,3108,-8520,disease2B_scan | 019 | Geometric Segment,glomerulus,0.0,0.0,0.03907583,0.0,8.671788319000001,0.390102712,0.603711479,0.0,3.7377806039999997,0.0,0.0,0.660055704,1.275744379,2.9144502310000004,0.0,0.0,0.0,5.6866546,11.076411,13.031184,11.58381,7.1502004,disease2B_scan | 019 | Geometric Segment,disease2B_scan - 019
disease2B_scan | 020 | Geometric Segment,disease2B,disease2B_scan,20,Geometric Segment,DSP-1001250007868-B-D09,25241.125790000002,133,17904,-39033,8621755,8461645,8335235,7993548,150700,98.25209601,0.9866,0.9845,DKD,abnormal,glomerulus,12.52874753,1.9152232740000001,2756,-9002,disease2B_scan | 020 | Geometric Segment,glomerulus,0.017312193,0.0,0.083122036,0.0,9.419314319000001,0.5724762,0.639924577,0.0,4.0593985969999995,0.518628004,0.0,0.438328924,1.98739181,2.987563553,0.026131386,0.0,0.0,6.066624,10.840587,12.838868,11.465198,6.8992724,disease2B_scan | 020 | Geometric Segment,disease2B_scan - 020
disease2B_scan | 021 | Geometric Segment,disease2B,disease2B_scan,21,Geometric Segment,DSP-1001250007868-B-D10,20817.85352,124,29216,-37708,4216463,4123658,4053903,3856490,94075,97.76886457,0.9854,0.9833,DKD,abnormal,glomerulus,7.597158241,2.8728349110000004,5582,-8670,disease2B_scan | 021 | Geometric Segment,glomerulus,0.025778139,0.0,0.0,0.0,8.055622446,0.452727252,0.7355592699999999,0.0,3.2832115739999996,0.0,0.0,1.014595878,0.9020468229999999,2.9182818160000004,0.0,0.0,0.0,6.366632,12.117093,14.408811,12.55975,7.663777,disease2B_scan | 021 | Geometric Segment,disease2B_scan - 021
disease2B_scan | 022 | Geometric Segment,disease2B,disease2B_scan,22,Geometric Segment,DSP-1001250007868-B-D11,37763.20545,184,36933,-24479,6971428,6865618,6781968,6509359,113945,98.3655429,0.9879,0.9859,DKD,abnormal,glomerulus,10.13009582,2.4624299240000003,7510,-5364,disease2B_scan | 022 | Geometric Segment,glomerulus,0.0,0.0,0.0,0.0,6.11315298,1.817405711,1.503992889,0.0,4.388699674,0.385089589,0.0,0.595186734,1.052599094,1.102566495,0.301694637,0.0,0.0,5.8548274,10.517539,12.687425,11.583687,6.590421,disease2B_scan | 022 | Geometric Segment,disease2B_scan - 022
disease2B_scan | 023 | Geometric Segment,disease2B,disease2B_scan,23,Geometric Segment,DSP-1001250007868-B-D12,35559.96277,203,39657,-23312,7510721,7288311,7136837,6867361,168801,97.75253268,0.9825,0.9789,DKD,abnormal,glomerulus,12.23513893,1.723700947,8195,-5070,disease2B_scan | 023 | Geometric Segment,glomerulus,0.0,0.0,0.030262233,0.0,8.559668986,1.454278884,1.391041615,0.0,6.730195824,0.0,0.0,0.583101999,0.938381499,1.0733904459999999,0.018441065,0.0,0.0,5.6492343,10.717256,12.614305,11.344604,6.929697,disease2B_scan | 023 | Geometric Segment,disease2B_scan - 023
normal2B_scan | 007 | PanCK,normal2B,normal2B_scan,7,PanCK,DSP-1002510007866-C-D10,8313.839774,64,9000,-23846,4112337,4074642,4042098,3878985,373967,90.90621707,0.9940000000000001,0.9931,normal,nan,tubule,23.53744456,0.78350043,531,-5003,normal2B_scan | 007 | PanCK,distal tubule,0.0,0.0,0.0,8.90926686,0.258334485,1.091477032,0.0,0.0,0.166150174,0.0,0.0,0.103808954,0.0,0.0,0.0,0.0,0.0,0.19666418,2.2788706,6.7268386,7.9913793,1.970356,normal2B_scan | 007 | PanCK,normal2B_scan - 007 - PanCK
normal2B_scan | 007 | neg,normal2B,normal2B_scan,7,neg,DSP-1002510007866-C-D11,96174.63664,295,9000,-23846,12067729,11967564,11878715,11287028,997325,91.73560328,0.9944,0.9937,normal,nan,tubule,48.38479657,0.331480951,531,-5003,normal2B_scan | 007 | neg,proximal tubule,0.0,0.0,0.0,1.8335022049999998,1.072885971,3.195704727,0.0,0.0,0.513491205,0.005100298,0.0,0.0,0.0,0.0,0.0,9.509672292000001,0.0,-1.8747094,-0.5857919,6.4087043,11.420332,0.53363323,normal2B_scan | 007 | neg,normal2B_scan - 007 - neg
normal2B_scan | 008 | PanCK,normal2B,normal2B_scan,8,PanCK,DSP-1002510007866-C-D12,6364.159453,49,10130,-18367,2649518,2628409,2603844,2527407,196032,92.6012203,0.9947,0.9940000000000001,normal,nan,tubule,20.16248874,1.325923805,815,-3601,normal2B_scan | 008 | PanCK,distal tubule,0.0,0.0,0.0,0.280670904,0.0,0.0,0.021533922,0.0,0.066988614,0.058330386,0.0,0.034548242,0.023644511,0.0,0.0,0.057725951,0.0,2.6455624,5.669669,8.757353,9.9888115,4.084424,normal2B_scan | 008 | PanCK,normal2B_scan - 008 - PanCK
normal2B_scan | 008 | neg,normal2B,normal2B_scan,8,neg,DSP-1002510007866-C-E01,60662.636479999994,177,10130,-18367,4974802,4930233,4887947,4635085,579196,88.35740598,0.9941,0.9932,normal,nan,tubule,30.658801300000004,0.5560325629999999,815,-3601,normal2B_scan | 008 | neg,proximal tubule,0.0,0.0,0.045883371,1.442614189,1.541389921,3.86062922,0.00550509,0.0,0.7896243279999999,0.0,0.0,0.0,0.0,0.0,0.0,11.488218424,0.0,-2.4489613,-0.817005,6.721235,11.66194,0.19075994,normal2B_scan | 008 | neg,normal2B_scan - 008 - neg
normal2B_scan | 009 | PanCK,normal2B,normal2B_scan,9,PanCK,DSP-1002510007866-C-E02,21252.87444,155,11759,-27673,5096580,5055751,5017480,4745257,476913,90.64248967,0.9945,0.9938,normal,nan,tubule,20.38025904,0.6384077579999999,1225,-5932,normal2B_scan | 009 | PanCK,distal tubule,0.0,0.0,0.0,23.875786851,0.49653823799999997,2.8131419589999997,0.0,0.0,0.262297716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4006885,-5.073755,10.288911,2.745673,13.804507,normal2B_scan | 009 | PanCK,normal2B_scan - 009 - PanCK
normal2B_scan | 009 | neg,normal2B,normal2B_scan,9,neg,DSP-1002510007866-C-E03,85405.91033,352,11759,-27673,10058268,9969884,9886202,9320423,1144062,88.62565603,0.9946,0.9940000000000001,normal,nan,tubule,47.78236739,0.292152703,1225,-5932,normal2B_scan | 009 | neg,proximal tubule,0.0,0.0,0.0,3.799618875,1.386726205,13.324107467,0.0,0.0,1.002651918,0.0,0.0,0.0,0.132356355,0.0,0.0,3.8911389539999997,0.0,-1.9516395,-0.67798734,6.605544,11.149067,0.40351388,normal2B_scan | 009 | neg,normal2B_scan - 009 - neg
normal2B_scan | 010 | PanCK,normal2B,normal2B_scan,10,PanCK,DSP-1002510007866-C-E04,7349.791201999999,60,13453,-26746,2445448,2421256,2401425,2263643,208273,91.48323743,0.9938,0.993,normal,nan,tubule,10.65390244,1.436417456,1648,-5675,normal2B_scan | 010 | PanCK,distal tubule,0.0,0.0,0.0,25.856606091,0.0,0.350203393,0.0,0.005292449,0.284604215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6873103,-4.5877805,10.116387,2.7524607,14.037803,normal2B_scan | 010 | PanCK,normal2B_scan - 010 - PanCK
normal2B_scan | 010 | neg,normal2B,normal2B_scan,10,neg,DSP-1002510007866-C-E05,66892.02099,200,13453,-26746,11064148,10970118,10876029,10245899,905961,91.81174185,0.9946,0.9939,normal,nan,tubule,45.23641825,0.374717597,1648,-5675,normal2B_scan | 010 | neg,proximal tubule,0.0,0.0,0.040136246,1.830931737,1.7596177510000002,1.674273423,0.09222594,0.0,0.890407603,0.0,0.0,0.227500869,0.334363347,0.0,0.0,10.856380122,0.0,-2.111551,-0.77023566,6.5569015,11.67303,0.37603047,normal2B_scan | 010 | neg,normal2B_scan - 010 - neg
normal2B_scan | 011 | PanCK,normal2B,normal2B_scan,11,PanCK,DSP-1002510007866-C-E06,11468.341,93,24847,-36034,2697322,2676981,2655691,2506133,229024,91.50920802,0.9949,0.9941,normal,nan,tubule,12.25009664,1.325923805,4490,-8042,normal2B_scan | 011 | PanCK,distal tubule,0.0,0.0,0.0,25.928112565,0.55176928,2.2544462380000003,0.0,0.0,0.464150148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4535501,-4.704042,10.062209,2.8917336,14.187845,normal2B_scan | 011 | PanCK,normal2B_scan - 011 - PanCK
normal2B_scan | 011 | neg,normal2B,normal2B_scan,11,neg,DSP-1002510007866-C-E07,118494.6793,412,24847,-36034,15423796,15279172,15167722,14280732,1339530,91.315173,0.9940000000000001,0.9933,normal,nan,tubule,56.72596215,0.257268798,4490,-8042,normal2B_scan | 011 | neg,proximal tubule,0.0,0.0,0.048006256,2.8626087169999996,1.301678549,3.739159045,0.089729111,0.0,0.66140814,0.0,0.0,0.0,0.19542530800000002,0.0,0.0,11.225365822999999,0.0,-2.2232707,-1.0113409,6.882489,11.553622,0.025791943,normal2B_scan | 011 | neg,normal2B_scan - 011 - neg
normal2B_scan | 012 | PanCK,normal2B,normal2B_scan,12,PanCK,DSP-1002510007866-C-E08,12457.96963,106,22111,-37286,3545771,3517781,3491219,3293852,288967,91.85037612,0.9947,0.9940000000000001,normal,nan,tubule,15.98905042,1.077313092,3810,-8309,normal2B_scan | 012 | PanCK,distal tubule,0.0,0.0,0.0,24.037850186999997,0.10399675,2.4739176,0.0,0.0,0.22793224399999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4292375,-4.6611304,10.382153,3.024128,14.139302,normal2B_scan | 012 | PanCK,normal2B_scan - 012 - PanCK
normal2B_scan | 012 | neg,normal2B,normal2B_scan,12,neg,DSP-1002510007866-C-E09,160617.8464,407,22111,-37286,14855875,14718523,14597707,13697547,1326044,91.07394213,0.9941,0.9934,normal,nan,tubule,55.70623825,0.257268798,3810,-8309,normal2B_scan | 012 | neg,proximal tubule,0.0,0.0,0.0,2.580700476,1.160110663,8.438718528999999,0.03365911,0.0,0.822487874,0.0,0.0,0.023683773999999998,0.0,0.0,0.0,7.121730573,0.0,-2.0345573,-0.8092481,6.712814,11.43507,0.22760543,normal2B_scan | 012 | neg,normal2B_scan - 012 - neg
normal2B_scan | 013 | Geometric Segment,normal2B,normal2B_scan,13,Geometric Segment,DSP-1002510007866-C-E10,24103.1328,151,17830,-38633,2804345,2778674,2756849,2616437,262113,90.65332546,0.9941,0.9934,normal,healthy,glomerulus,15.90703759,1.149133965,2738,-8674,normal2B_scan | 013 | Geometric Segment,glomerulus,0.0,0.0,0.010044421,0.030270232999999997,10.436791964,1.874612716,0.434305219,0.005103525,2.18107347,0.018787653999999997,0.0,0.90337475,1.108402232,7.267890915,0.0,0.0,0.0,7.5096474,13.50876,16.114136,12.493423,7.5998845,normal2B_scan | 013 | Geometric Segment,normal2B_scan - 013
normal2B_scan | 014 | Geometric Segment,normal2B,normal2B_scan,14,Geometric Segment,DSP-1002510007866-C-E11,25156.07209,161,17247,-37458,2838814,2809797,2785454,2640611,272691,90.39419279,0.9935,0.9925,normal,healthy,glomerulus,16.60398593,1.149133965,2595,-8382,normal2B_scan | 014 | Geometric Segment,glomerulus,0.0,0.0,0.0,0.0,8.978260539,1.7419123380000001,1.650477471,0.0,3.053407575,0.0,0.0,1.908756594,0.168226202,5.864361086000001,0.0,0.0,0.0,7.8147025,13.596865,16.313492,12.751559,7.562558,normal2B_scan | 014 | Geometric Segment,normal2B_scan - 014
normal2B_scan | 015 | Geometric Segment,normal2B,normal2B_scan,15,Geometric Segment,DSP-1002510007866-C-E12,22744.192030000002,118,12667,-34559,2241328,2222638,2206521,2095034,221098,90.13540187,0.9944,0.9936,normal,healthy,glomerulus,16.29056433,1.325923805,1445,-7659,normal2B_scan | 015 | Geometric Segment,glomerulus,0.0,0.0,0.02673984,0.036956188,8.838442340999999,0.430786248,0.566053052,0.0,3.752802098,0.012986671000000002,0.0,1.6765326059999999,0.0,5.9468400710000004,0.0,0.0,0.0,7.970597,13.177441,15.846515,12.53168,8.190629,normal2B_scan | 015 | Geometric Segment,normal2B_scan - 015
normal2B_scan | 016 | Geometric Segment,normal2B,normal2B_scan,16,Geometric Segment,DSP-1002510007866-C-F01,25428.33987,138,11172,-23184,2678229,2658388,2636426,2504264,289060,89.20704690000001,0.995,0.9943,normal,healthy,glomerulus,18.42361639,1.013941733,1075,-4813,normal2B_scan | 016 | Geometric Segment,glomerulus,0.0,0.0,0.0,0.11267839999999998,10.579469107,1.950923779,0.621522998,0.005973089,3.350874287,0.26640344899999996,0.0,1.191248185,2.304174133,6.265326051000001,0.0,0.0,0.0,7.682304,13.458329,16.254774,12.249852,7.749292,normal2B_scan | 016 | Geometric Segment,normal2B_scan - 016
normal2B_scan | 017 | Geometric Segment,normal2B,normal2B_scan,17,Geometric Segment,DSP-1002510007866-C-F02,23616.15238,146,12276,-25181,1977220,1956093,1934406,1837344,298154,84.92054501,0.9939,0.993,normal,healthy,glomerulus,16.55902737,1.013941733,1345,-5309,normal2B_scan | 017 | Geometric Segment,glomerulus,0.0,0.0,0.0,0.15531530200000002,10.389016042,0.89273031,0.047688482000000004,0.0,3.516476258,0.188681144,0.0,1.328611257,1.422224115,6.778934776,0.0,0.0,0.0,8.047143,12.9711075,16.291016,12.657049,7.948503,normal2B_scan | 017 | Geometric Segment,normal2B_scan - 017
normal2B_scan | 018 | Geometric Segment,normal2B,normal2B_scan,18,Geometric Segment,DSP-1002510007866-C-F03,19466.74664,137,14514,-23443,2262136,2242686,2224133,2111241,287122,87.30748284,0.9941,0.9931,normal,healthy,glomerulus,16.57550464,1.013941733,1909,-4873,normal2B_scan | 018 | Geometric Segment,glomerulus,0.0,0.0,0.0,0.0,10.765066359999999,0.85528517,1.61449117,0.0,3.652253136,0.0442853,0.0,2.03071864,0.0,5.660236394,0.0,0.0,0.0,7.409439,13.010441,15.684043,12.712965,7.8709755,normal2B_scan | 018 | Geometric Segment,normal2B_scan - 018
normal2B_scan | 019 | Geometric Segment,normal2B,normal2B_scan,19,Geometric Segment,DSP-1002510007866-C-F04,26071.99817,139,15427,-32237,2375030,2355176,2336035,2216206,270733,88.60085978,0.9944,0.9936,normal,abnormal,glomerulus,16.77373197,1.077313092,2139,-7075,normal2B_scan | 019 | Geometric Segment,glomerulus,0.0,0.0,0.0,0.007952606999999999,10.170135891000001,1.8225594280000001,1.627714313,0.00333301,3.2356426760000003,0.173555872,0.0,1.00359332,0.0,5.362598245,0.0,0.0,0.0,7.7624717,13.142443,16.035236,12.330619,7.951735,normal2B_scan | 019 | Geometric Segment,normal2B_scan - 019
normal2B_scan | 020 | Geometric Segment,normal2B,normal2B_scan,20,Geometric Segment,DSP-1002510007866-C-F05,17504.11641,89,15142,-31899,1909449,1895120,1880011,1784443,212292,88.88202827,0.9948,0.9941,normal,abnormal,glomerulus,15.30570628,1.436417456,2066,-6987,normal2B_scan | 020 | Geometric Segment,glomerulus,0.0,0.0,0.0,0.016003036,7.379910521,1.180285055,2.09535829,0.0,2.137618722,0.281900832,0.0,0.827448285,0.293575627,5.458511001000001,0.0,0.0,0.0,7.5052004,13.624065,16.019999,12.538334,7.5289183,normal2B_scan | 020 | Geometric Segment,normal2B_scan - 020
normal2B_scan | 021 | Geometric Segment,normal2B,normal2B_scan,21,Geometric Segment,DSP-1002510007866-C-F06,14347.53681,76,8770,-32088,950470,942776,934941,878966,109779,88.45002999,0.9948,0.9940000000000001,normal,abnormal,glomerulus,7.265050152000001,2.4624299240000003,471,-7039,normal2B_scan | 021 | Geometric Segment,glomerulus,0.0,0.0,0.076012059,0.123384453,4.939346109,3.775415845,0.269845101,0.0,5.681308573,0.08487001400000001,0.0,1.7677770170000002,0.727719055,6.1179835989999996,0.0,0.0,0.0,6.916769,12.855219,15.359386,12.466691,7.480491,normal2B_scan | 021 | Geometric Segment,normal2B_scan - 021
normal2B_scan | 022 | Geometric Segment,normal2B,normal2B_scan,22,Geometric Segment,DSP-1002510007866-C-F07,18453.1367,129,34863,-29996,1549854,1536158,1522357,1450252,173720,88.79120227,0.9943,0.9935,normal,abnormal,glomerulus,9.370030177,1.723700947,6997,-6511,normal2B_scan | 022 | Geometric Segment,glomerulus,0.047436057000000004,0.0,0.0,0.0,10.693991156,0.295572822,0.218742185,0.0,9.113866717,0.0,0.0,1.769431274,0.0,7.927405909,0.0,0.0,0.0,6.645509,13.07538,15.160217,12.761537,7.2957807,normal2B_scan | 022 | Geometric Segment,normal2B_scan - 022
disease1B_scan | 007 | PanCK,disease1B,disease1B_scan,7,PanCK,DSP-1002510007866-C-G10,11510.38822,115,25787,-14977,1782322,1760182,1744060,1654688,244362,86.28968278,0.9927,0.9915,DKD,nan,tubule,18.44205208,1.149133965,4722,-2532,disease1B_scan | 007 | PanCK,distal tubule,0.0,0.0,0.0,4.828312345,0.36651761,6.77026895,0.330301702,0.010933996000000001,0.660199827,0.0,0.0,1.810565923,0.0,0.0,0.18480821100000003,0.0,0.0,5.373577,-4.5686255,8.707861,2.3290727,10.202658,disease1B_scan | 007 | PanCK,disease1B_scan - 007 - PanCK
disease1B_scan | 007 | neg,disease1B,disease1B_scan,7,neg,DSP-1002510007866-C-G11,61035.465879999996,289,25787,-14977,3719310,3688956,3661644,3465160,429815,88.44368982,0.9946,0.9939,DKD,nan,tubule,28.13038374,0.718208728,4722,-2532,disease1B_scan | 007 | neg,proximal tubule,0.0,0.0,0.039904999,0.40703333599999997,0.7489536990000001,2.973148591,0.284231843,0.010007808,2.1114691580000002,0.0,0.0,0.37479406200000004,0.0,0.0,0.038781577000000005,6.339757711,0.0,-0.12801626,0.48649842,4.9958696,9.405445,1.6164756,disease1B_scan | 007 | neg,disease1B_scan - 007 - neg
disease1B_scan | 008 | PanCK,disease1B,disease1B_scan,8,PanCK,DSP-1002510007866-C-G12,10672.48133,114,30152,-19493,1399943,1390196,1381126,1309805,149057,89.35263793,0.9949,0.9943,DKD,nan,tubule,12.95533812,1.9152232740000001,5816,-3672,disease1B_scan | 008 | PanCK,distal tubule,0.044887037000000005,0.0,0.226520092,10.555364974,0.102797468,1.581120175,0.0,0.0,0.57051916,0.0,0.0,0.429316859,0.0,0.0,0.0,0.10660469,0.0,5.2330327,-4.6086254,8.821393,2.8200758,10.103827,disease1B_scan | 008 | PanCK,disease1B_scan - 008 - PanCK
disease1B_scan | 008 | neg,disease1B,disease1B_scan,8,neg,DSP-1002510007866-C-H01,70102.79835,239,30152,-19493,2199371,2180883,2164892,2046677,317985,85.54200269,0.9945,0.9937,DKD,nan,tubule,23.86157637,0.9576116370000001,5816,-3672,disease1B_scan | 008 | neg,proximal tubule,0.33908231899999997,0.0,0.0,0.554557791,0.247940738,3.9510444380000003,0.08852157,0.0,1.074052767,0.0,0.0,0.07048365599999999,0.0,0.0,0.0,4.29772809,0.0,-0.59277076,0.5493848,4.5968814,9.596673,1.6244204,disease1B_scan | 008 | neg,disease1B_scan - 008 - neg
disease1B_scan | 009 | PanCK,disease1B,disease1B_scan,9,PanCK,DSP-1002510007866-C-H03,15331.409930000002,131,32555,-16590,2423110,2401429,2380042,2267219,286785,88.16459013,0.9944,0.9937,DKD,nan,tubule,21.11873693,1.013941733,6413,-2920,disease1B_scan | 009 | PanCK,distal tubule,0.265668671,0.0,0.027816464,8.574587103999999,0.457382321,9.032049114,0.0,0.00340292,1.354881719,0.0,0.0,0.13606209,0.0,0.0,0.0,0.0,0.0,5.1896048,-4.9066234,8.990902,2.4534116,10.201116,disease1B_scan | 009 | PanCK,disease1B_scan - 009 - PanCK
disease1B_scan | 009 | neg,disease1B,disease1B_scan,9,neg,DSP-1002510007866-C-H04,120199.5904,384,32555,-16590,6100956,6049591,6004143,5720127,793748,86.98977668,0.9942,0.9934,DKD,nan,tubule,49.13631135,0.391750215,6413,-2920,disease1B_scan | 009 | neg,proximal tubule,0.48804274299999995,0.0,0.047110154,0.726369134,0.709044479,2.21255946,0.0,0.0,1.581704437,0.0,0.0,0.340170029,0.0,0.0,0.0,5.982031397,0.0,-0.69010776,0.61284554,5.0451784,9.689081,1.8377333,disease1B_scan | 009 | neg,disease1B_scan - 009 - neg
disease1B_scan | 010 | PanCK,disease1B,disease1B_scan,10,PanCK,DSP-1002510007866-C-H05,24825.609669999998,225,11177,-11306,2214794,2194358,2174069,2062259,328886,85.15049255,0.9943,0.9936,DKD,nan,tubule,19.92674456,0.907211025,1070,-1589,disease1B_scan | 010 | PanCK,distal tubule,0.0,0.0,0.036179372,3.866029271,0.597165556,9.333895803999999,0.0,0.011556162,0.729850605,0.071739937,0.0,0.205856611,0.0,0.0,0.033280457,0.0,0.0,4.949058,-4.546892,8.968206,2.5690753,9.908752,disease1B_scan | 010 | PanCK,disease1B_scan - 010 - PanCK
