gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	celltype_Nephron_epithelium	celltype_Endothelium	celltype_Podocytes	celltype_Distal_tubules_and_collecting_duct	celltype_Proximal_tubular_cells	celltype_Loop_of_Henle	celltype_Private	celltype_Neutrophil	celltype_MNP	celltype_Mesangial_cells	celltype_NKT cell	celltype_Mast cell	celltype_Th cell	celltype_NK cell	celltype_CD8 T cell	celltype_B cell	celltype_DC
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2A receptor	CPI-CS0533A30DC	0.035	0.112	0.092	0.08	0.057	0.024	0.025	0.0	0.03	0.114	0.04	0.0	0.046	0.037	0.034	0.0	0.044
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2A receptor	CPI-CS02899BF8B	0.035	0.112	0.092	0.08	0.057	0.024	0.025	0.0	0.03	0.114	0.04	0.0	0.046	0.037	0.034	0.0	0.044
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2A receptor	CPI-CS09F35DDEB	0.035	0.112	0.092	0.08	0.057	0.024	0.025	0.0	0.03	0.114	0.04	0.0	0.046	0.037	0.034	0.0	0.044
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2A receptor	CPI-CS04F78ACD6	0.035	0.112	0.092	0.08	0.057	0.024	0.025	0.0	0.03	0.114	0.04	0.0	0.046	0.037	0.034	0.0	0.044
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2A receptor	CPI-CS0C8F1E01F	0.035	0.112	0.092	0.08	0.057	0.024	0.025	0.0	0.03	0.114	0.04	0.0	0.046	0.037	0.034	0.0	0.044
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B receptor	CPI-CC072007F09	0.027	0.137	0.011	0.051	0.108	0.021	0.006	0.0	0.014	0.155	0.011	0.0	0.024	0.009	0.0	0.0	0.0
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B receptor	CPI-CS0C159B54D	0.027	0.137	0.011	0.051	0.108	0.021	0.006	0.0	0.014	0.155	0.011	0.0	0.024	0.009	0.0	0.0	0.0
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B receptor	CPI-CS085EF890A	0.027	0.137	0.011	0.051	0.108	0.021	0.006	0.0	0.014	0.155	0.011	0.0	0.024	0.009	0.0	0.0	0.0
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B receptor	CPI-CS0AED3F8E8	0.027	0.137	0.011	0.051	0.108	0.021	0.006	0.0	0.014	0.155	0.011	0.0	0.024	0.009	0.0	0.0	0.0
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B receptor	CPI-CS0384572FE	0.027	0.137	0.011	0.051	0.108	0.021	0.006	0.0	0.014	0.155	0.011	0.0	0.024	0.009	0.0	0.0	0.0
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B receptor	CPI-CS06C0EEFCB	0.027	0.137	0.011	0.051	0.108	0.021	0.006	0.0	0.014	0.155	0.011	0.0	0.024	0.009	0.0	0.0	0.0
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B receptor	CPI-CS0B2F2EF5D	0.027	0.137	0.011	0.051	0.108	0.021	0.006	0.0	0.014	0.155	0.011	0.0	0.024	0.009	0.0	0.0	0.0
ACVR1B	P36896	True	ACV1B_HUMAN	NODAL receptor	CPI-CS040AEB4A0	0.027	0.008	0.011	0.051	0.069	0.021	0.0	0.0	0.007	0.005	0.011	0.0	0.0	0.003	0.0	0.0	0.0
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2A receptor	CPI-CC0947744F4	0.007	0.021	0.0	0.014	0.017	0.004	0.011	0.0	0.001	0.012	0.008	0.0	0.051	0.012	0.0	0.0	0.0
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2A receptor	CPI-CS0924060DB	0.007	0.021	0.0	0.014	0.017	0.004	0.011	0.0	0.001	0.012	0.008	0.0	0.051	0.012	0.0	0.0	0.0
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2A receptor	CPI-CS007ADC2D1	0.007	0.021	0.0	0.014	0.017	0.004	0.011	0.0	0.001	0.012	0.008	0.0	0.051	0.012	0.0	0.0	0.0
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2B receptor	CPI-CC0B6E6E341	0.007	0.021	0.0	0.014	0.017	0.004	0.006	0.0	0.001	0.012	0.008	0.0	0.024	0.009	0.0	0.0	0.0
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2B receptor	CPI-CS0B79F5D68	0.007	0.021	0.0	0.014	0.017	0.004	0.006	0.0	0.001	0.012	0.008	0.0	0.024	0.009	0.0	0.0	0.0
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2B receptor	CPI-CS0A5400A6A	0.007	0.021	0.0	0.014	0.017	0.004	0.006	0.0	0.001	0.012	0.008	0.0	0.024	0.009	0.0	0.0	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS05EAF93CC	0.073	0.018	0.176	0.086	0.107	0.072	0.023	0.0	0.021	0.188	0.029	0.024	0.026	0.031	0.035	0.047	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS046BCFC6F	0.073	0.018	0.176	0.086	0.107	0.072	0.023	0.0	0.021	0.188	0.029	0.024	0.026	0.031	0.035	0.047	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS0F6CFB979	0.073	0.018	0.176	0.086	0.107	0.072	0.023	0.0	0.021	0.188	0.029	0.024	0.026	0.031	0.035	0.047	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS090FFEDFE	0.073	0.018	0.176	0.086	0.107	0.072	0.023	0.0	0.021	0.188	0.029	0.024	0.026	0.031	0.035	0.047	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS0E4E75E3B	0.073	0.018	0.176	0.086	0.107	0.072	0.023	0.0	0.021	0.188	0.029	0.024	0.026	0.031	0.035	0.047	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS0E54FF657	0.073	0.018	0.176	0.086	0.107	0.072	0.023	0.0	0.021	0.188	0.029	0.024	0.026	0.031	0.035	0.047	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS09CECD20D	0.073	0.018	0.176	0.086	0.107	0.072	0.023	0.0	0.021	0.188	0.029	0.024	0.026	0.031	0.035	0.047	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS0B9A4CA4D	0.073	0.018	0.176	0.086	0.107	0.072	0.023	0.0	0.021	0.188	0.029	0.024	0.026	0.031	0.035	0.047	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS0CFA0E4C5	0.073	0.018	0.176	0.086	0.107	0.072	0.023	0.0	0.021	0.188	0.029	0.024	0.026	0.031	0.035	0.047	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS0D35E69F6	0.035	0.018	0.136	0.08	0.057	0.024	0.023	0.0	0.021	0.114	0.029	0.0	0.026	0.031	0.034	0.0	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS047EE9E03	0.035	0.018	0.136	0.08	0.057	0.024	0.023	0.0	0.021	0.114	0.029	0.0	0.026	0.031	0.034	0.0	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS0247DA882	0.035	0.018	0.136	0.08	0.057	0.024	0.023	0.0	0.021	0.114	0.029	0.0	0.026	0.031	0.034	0.0	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS0C091F24B	0.035	0.018	0.136	0.08	0.057	0.024	0.023	0.0	0.021	0.114	0.029	0.0	0.026	0.031	0.034	0.0	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS075442484	0.035	0.018	0.136	0.08	0.057	0.024	0.023	0.0	0.021	0.114	0.029	0.0	0.026	0.031	0.034	0.0	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS012D15A88	0.035	0.018	0.136	0.08	0.057	0.024	0.023	0.0	0.021	0.114	0.029	0.0	0.026	0.031	0.034	0.0	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS0DAA66443	0.035	0.018	0.136	0.08	0.057	0.024	0.023	0.0	0.021	0.114	0.029	0.0	0.026	0.031	0.034	0.0	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS04C402DFB	0.035	0.018	0.136	0.08	0.057	0.024	0.023	0.0	0.021	0.114	0.029	0.0	0.026	0.031	0.034	0.0	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS05789C9A0	0.035	0.018	0.136	0.08	0.057	0.024	0.023	0.0	0.021	0.114	0.029	0.0	0.026	0.031	0.034	0.0	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-CS0C99F8D96	0.027	0.018	0.011	0.051	0.107	0.021	0.006	0.0	0.014	0.155	0.011	0.0	0.024	0.009	0.0	0.003	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-CS0CA393CC5	0.027	0.018	0.011	0.051	0.107	0.021	0.006	0.0	0.014	0.155	0.011	0.0	0.024	0.009	0.0	0.003	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-CS076E1A639	0.027	0.018	0.011	0.051	0.107	0.021	0.006	0.0	0.014	0.155	0.011	0.0	0.024	0.009	0.0	0.003	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-CS017A50010	0.027	0.018	0.011	0.051	0.107	0.021	0.006	0.0	0.014	0.155	0.011	0.0	0.024	0.009	0.0	0.003	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-CS0BE59B43E	0.027	0.018	0.011	0.051	0.107	0.021	0.006	0.0	0.014	0.155	0.011	0.0	0.024	0.009	0.0	0.003	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-CS0BCDC40FC	0.027	0.018	0.011	0.051	0.107	0.021	0.006	0.0	0.014	0.155	0.011	0.0	0.024	0.009	0.0	0.003	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-CS036BF2AC7	0.027	0.018	0.011	0.051	0.107	0.021	0.006	0.0	0.014	0.155	0.011	0.0	0.024	0.009	0.0	0.003	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-CS0546460D1	0.027	0.018	0.011	0.051	0.107	0.021	0.006	0.0	0.014	0.155	0.011	0.0	0.024	0.009	0.0	0.003	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-CS0E5078EDE	0.027	0.018	0.011	0.051	0.107	0.021	0.006	0.0	0.014	0.155	0.011	0.0	0.024	0.009	0.0	0.003	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	MIS receptor 1	CPI-CS07557A266	0.0	0.0	0.0	0.002	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS08109C435	0.069	0.027	0.028	0.245	0.004	0.026	0.0	0.0	0.001	0.009	0.012	0.0	0.047	0.005	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS02C93975C	0.069	0.027	0.028	0.245	0.004	0.026	0.0	0.0	0.001	0.009	0.012	0.0	0.047	0.005	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS0EF793D6A	0.069	0.027	0.028	0.245	0.004	0.026	0.0	0.0	0.001	0.009	0.012	0.0	0.047	0.005	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS0484364A2	0.069	0.027	0.028	0.245	0.004	0.026	0.0	0.0	0.001	0.009	0.012	0.0	0.047	0.005	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS028ACED72	0.069	0.027	0.028	0.245	0.004	0.026	0.0	0.0	0.001	0.009	0.012	0.0	0.047	0.005	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS0107C51C6	0.069	0.027	0.028	0.245	0.004	0.026	0.0	0.0	0.001	0.009	0.012	0.0	0.047	0.005	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS0700FDD27	0.069	0.027	0.028	0.245	0.004	0.026	0.0	0.0	0.001	0.009	0.012	0.0	0.047	0.005	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS0C623F17A	0.069	0.027	0.028	0.245	0.004	0.026	0.0	0.0	0.001	0.009	0.012	0.0	0.047	0.005	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS027D7A724	0.069	0.027	0.028	0.245	0.004	0.026	0.0	0.0	0.001	0.009	0.012	0.0	0.047	0.005	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS0569B9B91	0.069	0.027	0.028	0.245	0.004	0.026	0.0	0.0	0.001	0.009	0.012	0.0	0.047	0.005	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS0DF85303A	0.035	0.027	0.028	0.08	0.004	0.024	0.0	0.0	0.001	0.009	0.012	0.0	0.047	0.005	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS01A4D7E2F	0.035	0.027	0.028	0.08	0.004	0.024	0.0	0.0	0.001	0.009	0.012	0.0	0.047	0.005	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS0921BB754	0.035	0.027	0.028	0.08	0.004	0.024	0.0	0.0	0.001	0.009	0.012	0.0	0.047	0.005	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS01319F57A	0.035	0.027	0.028	0.08	0.004	0.024	0.0	0.0	0.001	0.009	0.012	0.0	0.047	0.005	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS08A043594	0.035	0.027	0.028	0.08	0.004	0.024	0.0	0.0	0.001	0.009	0.012	0.0	0.047	0.005	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS02957B1BF	0.035	0.027	0.028	0.08	0.004	0.024	0.0	0.0	0.001	0.009	0.012	0.0	0.047	0.005	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS069E2161D	0.035	0.027	0.028	0.08	0.004	0.024	0.0	0.0	0.001	0.009	0.012	0.0	0.047	0.005	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS0D9226707	0.035	0.027	0.028	0.08	0.004	0.024	0.0	0.0	0.001	0.009	0.012	0.0	0.047	0.005	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS0BDA0D08C	0.035	0.027	0.028	0.08	0.004	0.024	0.0	0.0	0.001	0.009	0.012	0.0	0.047	0.005	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS08A853007	0.027	0.027	0.011	0.051	0.004	0.021	0.0	0.0	0.001	0.009	0.011	0.0	0.024	0.005	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS0BEC40E19	0.027	0.027	0.011	0.051	0.004	0.021	0.0	0.0	0.001	0.009	0.011	0.0	0.024	0.005	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS0C0D60519	0.027	0.027	0.011	0.051	0.004	0.021	0.0	0.0	0.001	0.009	0.011	0.0	0.024	0.005	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS03DF8BD36	0.027	0.027	0.011	0.051	0.004	0.021	0.0	0.0	0.001	0.009	0.011	0.0	0.024	0.005	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS058910188	0.027	0.027	0.011	0.051	0.004	0.021	0.0	0.0	0.001	0.009	0.011	0.0	0.024	0.005	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS0E997FABD	0.027	0.027	0.011	0.051	0.004	0.021	0.0	0.0	0.001	0.009	0.011	0.0	0.024	0.005	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS089A36491	0.027	0.027	0.011	0.051	0.004	0.021	0.0	0.0	0.001	0.009	0.011	0.0	0.024	0.005	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS027F8BD7E	0.027	0.027	0.011	0.051	0.004	0.021	0.0	0.0	0.001	0.009	0.011	0.0	0.024	0.005	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS055E15573	0.027	0.027	0.011	0.051	0.004	0.021	0.0	0.0	0.001	0.009	0.011	0.0	0.024	0.005	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	MIS receptor 2	CPI-CS0F670E8BC	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CD8A	P01732	True	CD8A_HUMAN	CD8 receptor	CPI-CS0A66DB1CA	0.056	0.029	0.011	0.019	0.037	0.02	0.818	0.0	0.028	0.116	1.92	0.0	0.67	0.084	5.412	0.059	0.0
CD8B	P10966	True	CD8B_HUMAN	CD8 receptor	CPI-CS0A66DB1CA	0.056	0.029	0.011	0.019	0.037	0.02	0.818	0.0	0.028	0.116	1.92	0.0	0.67	0.084	5.412	0.059	0.0
KLRD1	Q13241	True	KLRD1_HUMAN	CD94:NKG2A	CPI-CS0715DE78D	0.047	0.024	0.023	0.015	0.013	0.012	0.707	0.0	0.014	0.047	1.003	0.078	0.257	2.769	1.272	0.017	0.0
KLRD1	Q13241	True	KLRD1_HUMAN	CD94:NKG2C	CPI-CS05AB368CE	0.039	0.008	0.0	0.01	0.001	0.011	0.192	0.0	0.007	0.0	0.653	0.029	0.151	0.392	0.427	0.0	0.0
KLRD1	Q13241	True	KLRD1_HUMAN	CD94:NKG2E	CPI-CS0023FA839	0.001	0.001	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.076	0.0	0.007	0.055	0.017	0.0	0.0
KLRC1	P26715	True	NKG2A_HUMAN	CD94:NKG2A	CPI-CS0715DE78D	0.047	0.024	0.023	0.015	0.013	0.012	0.707	0.0	0.014	0.047	1.003	0.078	0.257	2.769	1.272	0.017	0.0
KLRC2	P26717	True	NKG2C_HUMAN	CD94:NKG2C	CPI-CS05AB368CE	0.039	0.008	0.0	0.01	0.001	0.011	0.192	0.0	0.007	0.0	0.653	0.029	0.151	0.392	0.427	0.0	0.0
KLRC3	Q07444	True	NKG2E_HUMAN	CD94:NKG2E	CPI-CS0023FA839	0.001	0.001	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.076	0.0	0.007	0.055	0.017	0.0	0.0
CNTFR	P26992	True	CNTFR_HUMAN	CNTF-1R	CPI-CS0B0B35928	0.0	0.001	0.009	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CNTFR	P26992	True	CNTFR_HUMAN	CNTF-1R	CPI-CS0EB5F7B6F	0.0	0.001	0.009	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LIFR	P42702	True	LIFR_HUMAN	CNTF-1R	CPI-CS0B0B35928	0.0	0.001	0.009	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LIFR	P42702	True	LIFR_HUMAN	CNTF-1R	CPI-CS0EB5F7B6F	0.0	0.001	0.009	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LIFR	P42702	True	LIFR_HUMAN	LIFR	CPI-CS0E661878B	0.441	6.105	0.036	0.32	0.247	0.226	0.042	0.0	0.035	0.387	0.064	0.0	0.056	0.049	0.037	0.037	0.048
LIFR	P42702	True	LIFR_HUMAN	LIFR	CPI-CS07B61574B	0.441	6.105	0.036	0.32	0.247	0.226	0.042	0.0	0.035	0.387	0.064	0.0	0.056	0.049	0.037	0.037	0.048
IL6ST	P40189	True	IL6RB_HUMAN	CNTF-1R	CPI-CS0B0B35928	0.0	0.001	0.009	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL6ST	P40189	True	IL6RB_HUMAN	CNTF-1R	CPI-CS0EB5F7B6F	0.0	0.001	0.009	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL6ST	P40189	True	IL6RB_HUMAN	IL11 receptor	CPI-CS0DDFD82E7	0.092	0.1	0.161	0.085	0.039	0.028	0.034	0.0	0.016	0.223	0.054	0.0	0.08	0.048	0.049	0.003	0.101
IL6ST	P40189	True	IL6RB_HUMAN	IL6 receptor	CPI-CS063AE1C91	0.068	0.05	0.373	0.074	0.434	0.051	0.134	0.172	0.334	0.216	0.024	0.134	0.245	0.015	0.054	0.074	0.201
IL6ST	P40189	True	IL6RB_HUMAN	LIFR	CPI-CS0E661878B	0.441	6.105	0.036	0.32	0.247	0.226	0.042	0.0	0.035	0.387	0.064	0.0	0.056	0.049	0.037	0.037	0.048
IL6ST	P40189	True	IL6RB_HUMAN	LIFR	CPI-CS07B61574B	0.441	6.105	0.036	0.32	0.247	0.226	0.042	0.0	0.035	0.387	0.064	0.0	0.056	0.049	0.037	0.037	0.048
IL6ST	P40189	True	IL6RB_HUMAN	OSMR	CPI-CS06D50EBF8	0.15	0.923	0.007	0.066	0.04	0.037	0.011	0.0	0.012	0.144	0.018	0.0	0.014	0.015	0.016	0.025	0.0
FLT1	P17948	True	VGFR1_HUMAN	FLT1 complex	CPI-CS067298D94	0.185	2.709	0.004	0.024	0.05	0.004	0.01	0.0	0.007	0.123	0.023	0.0	0.003	0.004	0.0	0.018	0.0
FLT1	P17948	True	VGFR1_HUMAN	FLT1 complex	CPI-CS073D36B1D	0.185	2.709	0.004	0.024	0.05	0.004	0.01	0.0	0.007	0.123	0.023	0.0	0.003	0.004	0.0	0.018	0.0
FLT1	P17948	True	VGFR1_HUMAN	FLT1 complex	CPI-CS077F1340A	0.185	2.709	0.004	0.024	0.05	0.004	0.01	0.0	0.007	0.123	0.023	0.0	0.003	0.004	0.0	0.018	0.0
KDR	P35968	True	VGFR2_HUMAN	FLT1 complex	CPI-CS067298D94	0.185	2.709	0.004	0.024	0.05	0.004	0.01	0.0	0.007	0.123	0.023	0.0	0.003	0.004	0.0	0.018	0.0
KDR	P35968	True	VGFR2_HUMAN	FLT1 complex	CPI-CS073D36B1D	0.185	2.709	0.004	0.024	0.05	0.004	0.01	0.0	0.007	0.123	0.023	0.0	0.003	0.004	0.0	0.018	0.0
KDR	P35968	True	VGFR2_HUMAN	FLT1 complex	CPI-CS077F1340A	0.185	2.709	0.004	0.024	0.05	0.004	0.01	0.0	0.007	0.123	0.023	0.0	0.003	0.004	0.0	0.018	0.0
KDR	P35968	True	VGFR2_HUMAN	PlexinA1_complex1	CPI-CS0C57A3081	0.003	0.023	0.004	0.024	0.022	0.004	0.008	0.0	0.007	0.067	0.013	0.0	0.003	0.004	0.0	0.0	0.0
B2M	P61769	True	B2MG_HUMAN	FcRn complex	CPI-CS0C9EE65C2	1.324	2.757	2.323	1.916	2.327	1.105	1.283	2.416	3.421	2.151	0.471	1.457	0.525	0.365	0.814	1.067	2.008
FCGRT	P55899	True	FCGRN_HUMAN	FcRn complex	CPI-CS0C9EE65C2	1.324	2.757	2.323	1.916	2.327	1.105	1.283	2.416	3.421	2.151	0.471	1.457	0.525	0.365	0.814	1.067	2.008
CSF2RB	P32927	True	IL3RB_HUMAN	GMCSFR	CPI-CS0210859AB	0.021	0.008	0.009	0.003	0.002	0.002	0.015	0.742	0.207	0.02	0.0	0.0	0.009	0.0	0.027	0.044	0.679
CSF2RB	P32927	True	IL3RB_HUMAN	IL3 receptor	CPI-CS03037FE90	0.026	0.026	0.0	0.003	0.002	0.002	0.014	0.031	0.147	0.02	0.0	0.0	0.009	0.0	0.024	0.027	0.773
CSF2RB	P32927	True	IL3RB_HUMAN	IL5 receptor	CPI-CS0FB8775FC	0.0	0.0	0.0	0.0	0.001	0.002	0.009	0.0	0.002	0.0	0.0	0.038	0.009	0.0	0.0	0.0	0.0
CSF2RA	P15509	True	CSF2R_HUMAN	GMCSFR	CPI-CS0210859AB	0.021	0.008	0.009	0.003	0.002	0.002	0.015	0.742	0.207	0.02	0.0	0.0	0.009	0.0	0.027	0.044	0.679
IL1R1	P14778	True	IL1R1_HUMAN	IL1 receptor	CPI-CS06072FF4E	0.004	0.055	0.023	0.008	0.013	0.011	0.015	0.0	0.047	0.025	0.027	0.0	0.023	0.008	0.015	0.004	0.0
IL1R1	P14778	True	IL1R1_HUMAN	IL1 receptor	CPI-CS05426BFFA	0.004	0.055	0.023	0.008	0.013	0.011	0.015	0.0	0.047	0.025	0.027	0.0	0.023	0.008	0.015	0.004	0.0
IL1R1	P14778	True	IL1R1_HUMAN	IL1 receptor	CPI-CS0DEBE7B69	0.004	0.055	0.023	0.008	0.013	0.011	0.015	0.0	0.047	0.025	0.027	0.0	0.023	0.008	0.015	0.004	0.0
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL1 receptor	CPI-CS06072FF4E	0.004	0.055	0.023	0.008	0.013	0.011	0.015	0.0	0.047	0.025	0.027	0.0	0.023	0.008	0.015	0.004	0.0
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL1 receptor	CPI-CS05426BFFA	0.004	0.055	0.023	0.008	0.013	0.011	0.015	0.0	0.047	0.025	0.027	0.0	0.023	0.008	0.015	0.004	0.0
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL1 receptor	CPI-CS0DEBE7B69	0.004	0.055	0.023	0.008	0.013	0.011	0.015	0.0	0.047	0.025	0.027	0.0	0.023	0.008	0.015	0.004	0.0
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL1 receptor inhibitor	CPI-CS0AC5142FA	0.004	0.013	0.039	0.008	0.013	0.011	0.015	0.0	0.195	0.008	0.016	0.0	0.021	0.021	0.0	0.0	0.053
