,slidename,scanname,roilabel,segmentlabel,sample_id,aoisurfacearea,aoinucleicount,roicoordinatex,roicoordinatey,rawreads,trimmedreads,stitchedreads,alignedreads,deduplicatedreads,sequencingsaturation,umiq30,rtsq30,disease_status,pathology,region,loq,normalizationfactor,roireportx,roireporty,idx,region_exact,ct_deconv_b cell,ct_deconv_cd8 t cell,ct_deconv_dc,ct_deconv_distal_tubules_and_collecting_duct,ct_deconv_endothelium,ct_deconv_loop_of_henle,ct_deconv_mnp,ct_deconv_mast cell,ct_deconv_mesangial_cells,ct_deconv_nk cell,ct_deconv_nkt cell,ct_deconv_nephron_epithelium,ct_deconv_neutrophil,ct_deconv_podocytes,ct_deconv_private,ct_deconv_proximal_tubular_cells,ct_deconv_th cell,x_2d_umap,y_2d_umap,x_3d_umap,y_3d_umap,barcode,image_file_name
normal2B_scan | 017 | Geometric Segment,normal2B,normal2B_scan,17,Geometric Segment,DSP-1002510007866-C-F02,23616.15238,146,12276,-25181,1977220,1956093,1934406,1837344,298154,84.92054501,0.9939,0.993,normal,healthy,glomerulus,16.55902737,1.013941733,1345,-5309,211,glomerulus,0,0,0,0.155315302,10.38901604,0.89273031,0.047688482,0,3.516476258,0.188681144,0,1.328611257,1.422224115,6.778934776,0,0,0,8.047143,12.9711075,16.291016,12.657049,normal2B_scan | 017 | Geometric Segment,normal2B_scan - 017
normal2B_scan | 018 | Geometric Segment,normal2B,normal2B_scan,18,Geometric Segment,DSP-1002510007866-C-F03,19466.74664,137,14514,-23443,2262136,2242686,2224133,2111241,287122,87.30748284,0.9941,0.9931,normal,healthy,glomerulus,16.57550464,1.013941733,1909,-4873,212,glomerulus,0,0,0,0,10.76506636,0.85528517,1.61449117,0,3.652253136,0.0442853,0,2.03071864,0,5.660236394,0,0,0,7.409439,13.010441,15.684043,12.712965,normal2B_scan | 018 | Geometric Segment,normal2B_scan - 018
normal2B_scan | 019 | Geometric Segment,normal2B,normal2B_scan,19,Geometric Segment,DSP-1002510007866-C-F04,26071.99817,139,15427,-32237,2375030,2355176,2336035,2216206,270733,88.60085978,0.9944,0.9936,normal,abnormal,glomerulus,16.77373197,1.077313092,2139,-7075,213,glomerulus,0,0,0,0.007952607,10.17013589,1.822559428,1.627714313,0.00333301,3.235642676,0.173555872,0,1.00359332,0,5.362598245,0,0,0,7.7624717,13.142443,16.035236,12.330619,normal2B_scan | 019 | Geometric Segment,normal2B_scan - 019
normal2B_scan | 020 | Geometric Segment,normal2B,normal2B_scan,20,Geometric Segment,DSP-1002510007866-C-F05,17504.11641,89,15142,-31899,1909449,1895120,1880011,1784443,212292,88.88202827,0.9948,0.9941,normal,abnormal,glomerulus,15.30570628,1.436417456,2066,-6987,214,glomerulus,0,0,0,0.016003036,7.379910521,1.180285055,2.09535829,0,2.137618722,0.281900832,0,0.827448285,0.293575627,5.458511001,0,0,0,7.5052004,13.624065,16.019999,12.538334,normal2B_scan | 020 | Geometric Segment,normal2B_scan - 020
normal2B_scan | 021 | Geometric Segment,normal2B,normal2B_scan,21,Geometric Segment,DSP-1002510007866-C-F06,14347.53681,76,8770,-32088,950470,942776,934941,878966,109779,88.45002999,0.9948,0.994,normal,abnormal,glomerulus,7.265050152,2.462429924,471,-7039,215,glomerulus,0,0,0.076012059,0.123384453,4.939346109,3.775415845,0.269845101,0,5.681308573,0.084870014,0,1.767777017,0.727719055,6.117983599,0,0,0,6.916769,12.855219,15.359386,12.466691,normal2B_scan | 021 | Geometric Segment,normal2B_scan - 021
normal2B_scan | 022 | Geometric Segment,normal2B,normal2B_scan,22,Geometric Segment,DSP-1002510007866-C-F07,18453.1367,129,34863,-29996,1549854,1536158,1522357,1450252,173720,88.79120227,0.9943,0.9935,normal,abnormal,glomerulus,9.370030177,1.723700947,6997,-6511,216,glomerulus,0.047436057,0,0,0,10.69399116,0.295572822,0.218742185,0,9.113866717,0,0,1.769431274,0,7.927405909,0,0,0,6.645509,13.07538,15.160217,12.761537,normal2B_scan | 022 | Geometric Segment,normal2B_scan - 022
disease1B_scan | 007 | PanCK,disease1B,disease1B_scan,7,PanCK,DSP-1002510007866-C-G10,11510.38822,115,25787,-14977,1782322,1760182,1744060,1654688,244362,86.28968278,0.9927,0.9915,DKD,,tubule,18.44205208,1.149133965,4722,-2532,217,distal tubule,0,0,0,4.828312345,0.36651761,6.77026895,0.330301702,0.010933996,0.660199827,0,0,1.810565923,0,0,0.184808211,0,0,5.373577,-4.5686255,8.707861,2.3290727,disease1B_scan | 007 | PanCK,disease1B_scan - 007 - PanCK
disease1B_scan | 007 | neg,disease1B,disease1B_scan,7,neg,DSP-1002510007866-C-G11,61035.46588,289,25787,-14977,3719310,3688956,3661644,3465160,429815,88.44368982,0.9946,0.9939,DKD,,tubule,28.13038374,0.718208728,4722,-2532,218,proximal tubule,0,0,0.039904999,0.407033336,0.748953699,2.973148591,0.284231843,0.010007808,2.111469158,0,0,0.374794062,0,0,0.038781577,6.339757711,0,-0.12801626,0.48649842,4.9958696,9.405445,disease1B_scan | 007 | neg,disease1B_scan - 007 - neg
disease1B_scan | 008 | PanCK,disease1B,disease1B_scan,8,PanCK,DSP-1002510007866-C-G12,10672.48133,114,30152,-19493,1399943,1390196,1381126,1309805,149057,89.35263793,0.9949,0.9943,DKD,,tubule,12.95533812,1.915223274,5816,-3672,219,distal tubule,0.044887037,0,0.226520092,10.55536497,0.102797468,1.581120175,0,0,0.57051916,0,0,0.429316859,0,0,0,0.10660469,0,5.2330327,-4.6086254,8.821393,2.8200758,disease1B_scan | 008 | PanCK,disease1B_scan - 008 - PanCK
disease1B_scan | 008 | neg,disease1B,disease1B_scan,8,neg,DSP-1002510007866-C-H01,70102.79835,239,30152,-19493,2199371,2180883,2164892,2046677,317985,85.54200269,0.9945,0.9937,DKD,,tubule,23.86157637,0.957611637,5816,-3672,220,proximal tubule,0.339082319,0,0,0.554557791,0.247940738,3.951044438,0.08852157,0,1.074052767,0,0,0.070483656,0,0,0,4.29772809,0,-0.59277076,0.5493848,4.5968814,9.596673,disease1B_scan | 008 | neg,disease1B_scan - 008 - neg
disease1B_scan | 009 | PanCK,disease1B,disease1B_scan,9,PanCK,DSP-1002510007866-C-H03,15331.40993,131,32555,-16590,2423110,2401429,2380042,2267219,286785,88.16459013,0.9944,0.9937,DKD,,tubule,21.11873693,1.013941733,6413,-2920,221,distal tubule,0.265668671,0,0.027816464,8.574587104,0.457382321,9.032049114,0,0.00340292,1.354881719,0,0,0.13606209,0,0,0,0,0,5.1896048,-4.9066234,8.990902,2.4534116,disease1B_scan | 009 | PanCK,disease1B_scan - 009 - PanCK
disease1B_scan | 009 | neg,disease1B,disease1B_scan,9,neg,DSP-1002510007866-C-H04,120199.5904,384,32555,-16590,6100956,6049591,6004143,5720127,793748,86.98977668,0.9942,0.9934,DKD,,tubule,49.13631135,0.391750215,6413,-2920,222,proximal tubule,0.488042743,0,0.047110154,0.726369134,0.709044479,2.21255946,0,0,1.581704437,0,0,0.340170029,0,0,0,5.982031397,0,-0.69010776,0.61284554,5.0451784,9.689081,disease1B_scan | 009 | neg,disease1B_scan - 009 - neg
disease1B_scan | 010 | PanCK,disease1B,disease1B_scan,10,PanCK,DSP-1002510007866-C-H05,24825.60967,225,11177,-11306,2214794,2194358,2174069,2062259,328886,85.15049255,0.9943,0.9936,DKD,,tubule,19.92674456,0.907211025,1070,-1589,223,distal tubule,0,0,0.036179372,3.866029271,0.597165556,9.333895804,0,0.011556162,0.729850605,0.071739937,0,0.205856611,0,0,0.033280457,0,0,4.949058,-4.546892,8.968206,2.5690753,disease1B_scan | 010 | PanCK,disease1B_scan - 010 - PanCK
disease1B_scan | 010 | neg,disease1B,disease1B_scan,10,neg,DSP-1002510007866-C-H06,184639.4427,691,11177,-11306,8206493,8143059,8081167,7668916,998898,87.82795525,0.9946,0.9938,DKD,,tubule,59.13030565,0.313400172,1070,-1589,224,proximal tubule,0.310699021,0,0.097351045,0.428664491,0.703087579,2.906548079,0.178635395,0.002417293,1.495351622,0.088699547,0,0.267193977,0,0,0,4.357916467,0,-0.52175194,0.8794085,4.7037373,9.512833,disease1B_scan | 010 | neg,disease1B_scan - 010 - neg
disease1B_scan | 011 | PanCK,disease1B,disease1B_scan,11,PanCK,DSP-1002510007866-C-H07,8595.700078,49,8993,-8961,867708,859778,851724,757388,116260,86.60148345,0.9945,0.9938,DKD,,tubule,9.976208618,2.462429924,522,-1023,225,distal tubule,0.194934962,0,0,4.973856316,0.739001596,6.119569791,0,0,1.072010911,0.166581875,0,0.717803525,0,0,0,0,0,5.2182837,-4.46008,8.665801,2.6308715,disease1B_scan | 011 | PanCK,disease1B_scan - 011 - PanCK
disease1B_scan | 011 | neg,disease1B,disease1B_scan,11,neg,DSP-1002510007866-C-H08,67263.41151,346,8993,-8961,2971988,2947626,2925080,2778654,408220,86.26441291,0.9945,0.9937,DKD,,tubule,23.52726638,0.749435194,522,-1023,226,proximal tubule,0.337677299,0,0.173923987,0.051872337,0.739729985,6.912377912,0.20710181,0,2.968497025,0.542936931,0,0.45703784,0,0,0,3.968152841,0,-0.06467383,0.7881518,4.6333838,9.20074,disease1B_scan | 011 | neg,disease1B_scan - 011 - neg
disease1B_scan | 012 | PanCK,disease1B,disease1B_scan,12,PanCK,DSP-1002510007866-C-H09,9549.196875,102,22604,-12038,1282197,1269935,1261273,1183116,162846,87.29945554,0.9937,0.9929,DKD,,tubule,15.1242666,1.723700947,3924,-1797,227,distal tubule,0,0,0.130581118,1.319609525,0.333141254,7.849299629,0.057132557,0.009047376,0.431284043,0.105852305,0,0.690707008,0,0,0.059641123,0,0,4.9772,-4.2002087,8.611136,2.8200672,disease1B_scan | 012 | PanCK,disease1B_scan - 012 - PanCK
disease1B_scan | 012 | neg,disease1B,disease1B_scan,12,neg,DSP-1002510007866-C-H10,67032.55145,232,22604,-12038,4309664,4276408,4244726,3978209,498008,88.44438917,0.9949,0.9942,DKD,,tubule,36.67058854,0.594379637,3924,-1797,228,proximal tubule,0,0,0.12798704,0.450380641,0.531926875,2.81026301,0.061485364,0.006231308,0.538543411,0.031706625,0,0.314790029,0,0,0,3.436351665,0,-0.31888393,0.7977721,4.670072,9.405765,disease1B_scan | 012 | neg,disease1B_scan - 012 - neg
disease1B_scan | 013 | Geometric Segment,disease1B,disease1B_scan,13,Geometric Segment,DSP-1002510007866-C-H11,17039.35867,127,32260,-31748,705518,699311,693525,660348,80775,88.55096539,0.9942,0.9935,DKD,healthy,glomerulus,6.420255968,2.872834911,6345,-6718,229,glomerulus,0.078275321,0,0.024995578,0.722449688,6.19739431,1.022389115,0.16912943,0,4.855279235,0.363945125,0,0.848390741,0,0.756042146,0,0.061128873,0,5.328023,8.547928,11.291956,11.778794,disease1B_scan | 013 | Geometric Segment,disease1B_scan - 013
disease1B_scan | 014 | Geometric Segment,disease1B,disease1B_scan,14,Geometric Segment,DSP-1002510007866-C-H12,21155.0307,147,38016,-30572,1393969,1383682,1374831,1310359,113289,91.87291826,0.9945,0.9939,DKD,healthy,glomerulus,9.788140646,2.462429924,7786,-6424,230,glomerulus,0,0,0.084774528,0,6.715759695,2.329625183,0.509497891,0.006370182,4.479096008,0.200734032,0,0.91015367,0.121764924,2.672877721,0,0,0,5.243911,9.568445,11.55717,11.554083,disease1B_scan | 014 | Geometric Segment,disease1B_scan - 014
disease1B_scan | 015 | Geometric Segment,disease1B,disease1B_scan,15,Geometric Segment,DSP-1001250007868-B-A02,17343.44165,103,38233,-28514,2412414,2377865,2344570,2176893,41756,98.26911965,0.9886,0.9869,DKD,healthy,glomerulus,3.295911057,5.745669823,7840,-5912,161,glomerulus,0.086672316,0,0,0,3.593940261,0.067364101,0.026820448,0.005792333,3.02470463,0,0,0.986054575,0.034119216,1.465345648,0.018669842,0,0,5.0132174,8.105313,10.618619,11.555267,disease1B_scan | 015 | Geometric Segment,disease1B_scan - 015
disease1B_scan | 016 | Geometric Segment,disease1B,disease1B_scan,16,Geometric Segment,DSP-1001250007868-B-A03,27363.79128,196,28961,-21908,2485803,2444386,2409599,2277760,48682,98.04159863,0.9878,0.9859,DKD,healthy,glomerulus,3.797951792,5.745669823,5518,-4255,162,glomerulus,0.061685511,0,0,0,3.890107945,1.037776945,0.180677492,0,2.820470245,0,0,0.993209298,0,2.108658197,0.064728471,0,0,4.4068,7.2449546,10.088513,11.266182,disease1B_scan | 016 | Geometric Segment,disease1B_scan - 016
disease1B_scan | 017 | Geometric Segment,disease1B,disease1B_scan,17,Geometric Segment,DSP-1001250007868-B-A04,21838.17822,159,19238,-12682,2611327,2567277,2530225,2380468,44677,98.28910742,0.9875,0.9854,DKD,healthy,glomerulus,3.779318439,5.745669823,3087,-1947,163,glomerulus,0.013804175,0,0.077765462,0,3.7450552,0.755051869,0.213975975,0.021935821,1.53837778,0.049206052,0,0.780406711,0.10475783,1.682463346,0,0,0,4.7240367,7.717385,10.557829,11.438259,disease1B_scan | 017 | Geometric Segment,disease1B_scan - 017
disease1B_scan | 018 | Geometric Segment,disease1B,disease1B_scan,18,Geometric Segment,DSP-1001250007868-B-A05,29316.18948,224,33136,-22066,1761196,1729188,1702393,1610516,34355,98.04933693,0.9869,0.9849,DKD,healthy,glomerulus,2.784821371,5.745669823,6560,-4303,164,glomerulus,0,0,0,0.169119262,4.153359225,0.808754681,0,0,1.907325561,0,0,0.597936505,0.091252156,1.623984309,0,0,0,5.2011976,8.369188,11.010328,11.935577,disease1B_scan | 018 | Geometric Segment,disease1B_scan - 018
disease1B_scan | 019 | Geometric Segment,disease1B,disease1B_scan,19,Geometric Segment,DSP-1001250007868-B-A06,23376.81893,130,31143,-21434,1075280,1055546,1039862,987389,21249,98.02386355,0.9873,0.9855,DKD,abnormal,glomerulus,2.565715283,8.618504734,6064,-4144,165,glomerulus,0.124599917,0,0,0,0.391346949,0.356069937,0,0,1.034596555,0,0,0.07599628,0,0,0.061048923,0,0,3.8416278,6.706437,9.500568,10.758005,disease1B_scan | 019 | Geometric Segment,disease1B_scan - 019
disease1B_scan | 020 | Geometric Segment,disease1B,disease1B_scan,20,Geometric Segment,DSP-1001250007868-B-A07,34871.37949,185,28871,-20331,3596971,3532718,3480276,1969705,39143,98.91177883,0.987,0.985,DKD,abnormal,glomerulus,4.931996732,5.745669823,5496,-3866,166,glomerulus,0.122600526,0,0.021265409,0.02834875,0.546041345,0.32632485,0.067258697,0,1.668835678,0,0,0.633128684,0,0,0.21598465,0,0,4.8042097,7.4608746,10.288127,11.569564,disease1B_scan | 020 | Geometric Segment,disease1B_scan - 020
disease1B_scan | 021 | Geometric Segment,disease1B,disease1B_scan,21,Geometric Segment,DSP-1001250007868-B-A08,29638.49826,167,28494,-20693,6624280,6501597,6392274,2316137,49662,99.25030343,0.9871,0.9852,DKD,abnormal,glomerulus,5.705255182,4.309252367,5403,-3958,167,glomerulus,0.138538194,0,0,0,0.896658632,0.386761971,0.197887663,0,3.161279984,0,0,1.294000119,0.091056001,0,0.061644687,0,0,5.1402802,8.061318,10.766984,11.757742,disease1B_scan | 021 | Geometric Segment,disease1B_scan - 021
disease1B_scan | 022 | Geometric Segment,disease1B,disease1B_scan,22,Geometric Segment,DSP-1001250007868-B-A09,24203.53455,145,32218,-31068,1274498,1246856,1225128,1160940,24887,98.04730961,0.9856,0.983,DKD,abnormal,glomerulus,2.364025538,8.618504734,6336,-6550,168,glomerulus,0.050872846,0,0,0.136635662,1.348781766,0.312505412,0.538904083,0,3.095845098,0,0,0,0,0,0.006781919,0,0,4.0663047,6.448349,9.670708,11.070768,disease1B_scan | 022 | Geometric Segment,disease1B_scan - 022
disease1B_scan | 023 | Geometric Segment,disease1B,disease1B_scan,23,Geometric Segment,DSP-1001250007868-B-A10,24850.0706,162,32556,-30116,1762715,1733661,1708493,1624815,30385,98.27623864,0.9879,0.9861,DKD,abnormal,glomerulus,2.820571066,8.618504734,6418,-6304,169,glomerulus,0.177847904,0,0,0,0.892310097,2.175968926,0.033883795,0.00186902,3.091685802,0,0,0.981305737,0,0,0.224568587,0,0,3.0950224,6.122251,9.105543,10.302292,disease1B_scan | 023 | Geometric Segment,disease1B_scan - 023
disease1B_scan | 024 | Geometric Segment,disease1B,disease1B_scan,24,Geometric Segment,DSP-1001250007868-B-A11,22985.60386,126,15685,-13025,811601,796263,784340,741467,19827,97.55705082,0.9872,0.9852,DKD,abnormal,glomerulus,2.288874996,8.618504734,2202,-2039,170,glomerulus,0.231343508,0,0.025657149,0,0.372960274,0.184192381,0.002652914,0,0.777074397,0.06629517,0,0.239851513,0,0,0,0.048250118,0,4.31662,6.9848256,9.916382,11.208692,disease1B_scan | 024 | Geometric Segment,disease1B_scan - 024
